email_text,category,urgency
I would like to know the details of refund request.,inquiry,low
I would like to know the details of order processing.,inquiry,low
Could you provide more information about dashboard access?,inquiry,low
Please clarify the process for login portal.,inquiry,low
Could you provide more information about order processing?,inquiry,low
Can you explain how subscription service works?,inquiry,low
Can you explain how payment gateway works?,inquiry,low
Can you explain how payment gateway works?,inquiry,low
Can you explain how billing system works?,inquiry,low
Please clarify the process for login portal.,inquiry,low
Can you explain how user account works?,inquiry,low
Could you provide more information about payment gateway?,inquiry,low
Can you explain how refund request works?,inquiry,low
Please clarify the process for payment gateway.,inquiry,low
I would like to know the details of subscription service.,inquiry,low
Could you provide more information about dashboard access?,inquiry,low
Could you provide more information about dashboard access?,inquiry,low
